,ticker,year,quarter,speaker-name,speaker-context,is-asker,remark-number,remark
283,TSLA,2022,2,zachary-kirkhorn,chief-financial-officer,False,5,"OK.
Maybe just two things to add.
Specifically on your question, are we seeing a macroeconomic impact on our demand? Not that I can tell.
Maybe a little.
"
284,TSLA,2022,2,zachary-kirkhorn,chief-financial-officer,False,6,"But it's not material.
The second thing to Elon's point about backlogs, we have a very long runway with very long lead times here.
I mean, certainly, the world is uncertain, and we'll have to see where things go with commodity prices, how quickly we're ramping production, what the state of the road looks like at some point next year.
But the demand is not something we spend really any time talking about.
"
285,TSLA,2022,2,zachary-kirkhorn,chief-financial-officer,False,7,"Yeah.
I don't really think we have anything to comment on, yes, the purity specs of lithium on this call right now, yeah.
"
286,TSLA,2022,2,zachary-kirkhorn,chief-financial-officer,False,8,
287,TSLA,2019,1,colin-langan,ubs,True,0,"Oh, great.
Thanks for taking my question.
I mean, it sounds like from the tone of the call that you don't see that there is a demand issue for some of the products.
But margins seem to be under pressure and typically automakers stop pricing when there is a demand issue.
So, what is the logic of the price cuts during the quarter?
"
288,TSLA,2019,1,colin-langan,ubs,True,1,"As a follow-up, you're still targeting the China facility ramp by the end of the year.
Are you still confident in the 3,000 per week? And do you have a battery supplier yet that's getting pretty close to the point?
"
289,TSLA,2019,1,colin-langan,ubs,True,2,"More TSLA analysis
Transcript powered by AlphaStreet
This article is a transcript of this conference call produced for The Motley Fool.
While we strive for our Foolish Best, there may be errors, omissions, or inaccuracies in this transcript.
As with all our articles, The Motley Fool does not assume any responsibility for your use of this content, and we strongly encourage you to do your own research, including listening to the call yourself and reading the company's SEC filings.
Please see our Terms and Conditions for additional details, including our Obligatory Capitalized Disclaimers of Liability.
"
290,TSLA,2019,1,adam-jonas,morgan-stanley,True,0,"Thanks.
First question, Elon, a couple of days ago, I asked you how safe is the autopilot technology and you said something like twice as safe as normal driving.
But you seem to be in a really unique position to really collect exabytes of data, you could potentially be externally validated much more rigorously provided to a regulatory body or insurance institute to just show how much safer autopilot is.
When could we expect to see Tesla do that, that type of validation that investors could also get a sense of? It seems really, really important for adoption.
Thanks.
And I have a follow-up.
"
291,TSLA,2019,1,adam-jonas,morgan-stanley,True,1,"Okay.
I understand it.
"
292,TSLA,2019,1,adam-jonas,morgan-stanley,True,2,"Okay.
And just as a follow-up, Elon, and you kind of alluded a little bit, there is just so much drama around Tesla's share price and quarterly results.
From the outside, at least, it just looks like a huge distraction.
And at the same time, there is so much alternative capital and large amounts of strategic capital that is incrementally deployed in domains where Tesla has real leadership.
So, how important is it for Tesla to be a publicly traded company, Elon?
"
293,TSLA,2019,1,adam-jonas,morgan-stanley,True,3,"But is it important? I mean, do you think the Company's value is maximized being public? Is there just only so much you can do and you just got to play the hand you're dealt?
"
294,TSLA,2019,1,adam-jonas,morgan-stanley,True,4,"Yeah.
"
295,TSLA,2019,1,adam-jonas,morgan-stanley,True,5,"Okay.
Understand.
Thanks.
"
296,TSLA,2019,1,adam-jonas,morgan-stanley,True,6,
297,TSLA,2019,1,philippe-houchois,jefferies,True,0,"Yes, thank you for taking the questions.
I'm just wondering if you can comment on the agreement you seem to have reached with FCA on the possibility of selling your CO2 credits to them in Europe and what that means to your potential cash inflow.
When that might start occurring? And if there is, by any chance, any of those things already in the Q1 cash position?
"
298,TSLA,2019,1,philippe-houchois,jefferies,True,1,"All right.
And can I ask you a question of coming back to what Adam was saying about the drama that surrounds your stock, unfortunately.
Why don't you reduce some of it by disclosing on a monthly basis your deliveries and also maybe disclosing early your greenhouse revenue instead of just reserves, so we get right away a better view on some of these details that kind of move the stock?
"
299,TSLA,2019,1,philippe-houchois,jefferies,True,2,
300,TSLA,2019,1,martin-viecha,senior-director-of-investor-relations,False,0,"Thank you, Sherry, and good afternoon, everyone.
Welcome to Tesla's First Quarter 2019 Q&A Webcast.
I'm joined today by Elon Musk; JB Straubel; Zachary Kirkhorn and a number of other executives.
Our Q1 results were announced at about 2:00 P.M.
Pacific Time in the update later we published at the same link as this webcast.
During this call, we will discuss our business outlook and make forward-looking statements.
These comments are based on our predictions and expectations as of today.
Actual events or results could differ materially due to a number of risks and uncertainties, including those mentioned in our most recent filings with the SEC.
During the question-and-answer portion of today's call, please limit yourself to one question and one follow-up.
(Operator Instructions) But before we jump into Q&A, Elon has some opening remarks.
Elon?
"
301,TSLA,2019,1,martin-viecha,senior-director-of-investor-relations,False,1,"Thank you very much, Elon.
And I think Zachary would like to have some remarks as well.
"
302,TSLA,2019,1,martin-viecha,senior-director-of-investor-relations,False,2,"Thank you very much.
Let's go to the next question.
Operator
Our next question is from Adam Jonas with Morgan Stanley.
"
303,TSLA,2019,1,martin-viecha,senior-director-of-investor-relations,False,3,"Okay.
Let's go to the next question, please.
Operator
Thank you.
Our next question comes from Dan Galves with Wolfe Research.
"
304,TSLA,2019,1,martin-viecha,senior-director-of-investor-relations,False,4,"Thank you.
So let's go to the next question, please.
Operator
Thank you.
Our next question comes from Alex Potter with Piper Jaffray.
"
305,TSLA,2019,1,martin-viecha,senior-director-of-investor-relations,False,5,"Thank you.
Let's go to the next question.
Operator
Thank you.
Our next question comes from David Tamberrino with Goldman Sachs.
"
306,TSLA,2019,1,martin-viecha,senior-director-of-investor-relations,False,6,"Okay.
Let's go to the next question, please.
Operator
Thank you.
Our next question comes from Colin Rusch with Oppenheimer.
"
307,TSLA,2019,1,martin-viecha,senior-director-of-investor-relations,False,7,"Great.
Thank you very much, everyone.
Unfortunately, this is all the time we have for our Q&A today.
Appreciate all of your questions, and we look forward to talking to you in the next quarter.
Operator
Ladies and gentlemen, thank you for participating in today's conference.
This concludes the program.
You may all disconnect, and have a wonderful day.
Duration: 60 minutes
Call participants:
"
308,TSLA,2019,1,martin-viecha,senior-director-of-investor-relations,False,8,
309,TSLA,2019,1,martin-viecha,senior-director-of-investor-relations,False,9,"Thank you very much, Zachary.
Let's take some first questions from retail shareholders who have been submitting their questions on say.com.
The first question is, will Tesla be able to complete their purchase of Maxwell Technologies? What is holding that back?
"
310,TSLA,2019,1,martin-viecha,senior-director-of-investor-relations,False,10,"Thank you.
The second question is, is Tesla considering and creating an insurance program in order to further simplify the ownership experience and to more accurately take into account safety of driving an autopilot? The insurance market is very unreliable for Tesla owners right now.
"
311,TSLA,2019,1,martin-viecha,senior-director-of-investor-relations,False,11,"Okay.
"
312,TSLA,2019,1,martin-viecha,senior-director-of-investor-relations,False,12,"Great.
Thank you very much.
The next question is, Elon, most people when they think of Tesla only see it as an automotive company.
Can you speak to the energy side of the Company, specifically the roadmap for when you see the energy side of things really taking off and generating major revenue for the Company?
"
313,TSLA,2019,1,martin-viecha,senior-director-of-investor-relations,False,13,"Thank you very much.
The next question comes from Jeffrey.
When and where will the Tesla Semi production begin?
"
314,TSLA,2019,1,martin-viecha,senior-director-of-investor-relations,False,14,"Great.
Thank you very much.
"
315,TSLA,2019,1,martin-viecha,senior-director-of-investor-relations,False,15,"And perhaps the last question from retail.
How soon should current owners that purchase FSD get the new FSD computer?
"
316,TSLA,2019,1,martin-viecha,senior-director-of-investor-relations,False,16,"Thank you very much.
Sherry, we can go to analyst questions in the question queue.
Operator
Thank you.
Our first question comes from Ryan Brinkman with J.P.
Morgan.
"
317,TSLA,2019,1,jonathan-chang,general-counsel,False,0,"Yeah.
Hi, it's Jonathan Chang, General Counsel here.
Right now, it is going through approvals with the SEC.
There is not a whole lot of things holding it back.
We're on schedule, we're on track.
Right now we're looking to close in mid-May.
"
318,TSLA,2019,1,jonathan-chang,general-counsel,False,1,"Yeah.
That was fun.
So, yeah, we'll start production next year.
The location is not yet set, but it's pretty clear that we make all the batteries and drive units in Reno.
"
319,TSLA,2019,1,jonathan-chang,general-counsel,False,2,
320,TSLA,2019,1,daniel-v.-galves,wolfe-research,True,0,"Hey, thanks everybody.
A couple of questions.
One, you mentioned a $50,000 ASP for North America Model 3s.
Can you give us a little bit more detail on kind of is that a number like since the February 28 price adjustments? Is that what you're kind of seeing as order flow? I'm sorry, ASP is in kind of the current order flow since those price adjustments?
"
321,TSLA,2019,1,daniel-v.-galves,wolfe-research,True,1,"That's really helpful.
And the follow-up is, I know order questions have been asked before, but let me put it this way.
So, the -- I imagine that S and X orders need to have a couple of days to pick up after the upgrades.
But on Model 3, whatever your assumption is within the 90,000 to 100,000 Q2 deliveries, whatever that assumption is for Model 3, does your current order flow support that, or do you need something kind of positive to happen over the course of the quarter to get there?
"
322,TSLA,2019,1,daniel-v.-galves,wolfe-research,True,2,"Okay.
Thanks a lot guys.
Operator
Thank you.
Our next question comes from Toni Sacconaghi with Bernstein.
"
323,TSLA,2019,1,daniel-v.-galves,wolfe-research,True,3,
324,TSLA,2019,1,toni-sacconaghi,sanford-c.-bernstein-&-co.,True,0,"Yes, thank you.
Elon, I was wondering if you could talk about this whole notion of raising capital for about the last year, you sort of shooed it as almost an evil thing, and I think a lot of investors believe that the Company might be better served and its growth aspirations if it did raise capital or had a stronger cash base.
And given that you used up about $2 billion worth of cash in the quarter, aren't you potentially trying to go through a very thin space while trying to grow quickly and be self-funding, which, quite frankly, may be unrealistic.
So, why not raise capital? And why do you view that as something that Tesla shouldn't do, or wouldn't do? And I have a follow-up, please.
"
325,TSLA,2019,1,toni-sacconaghi,sanford-c.-bernstein-&-co.,True,1,"So, does that mean that investors should expect the capital raise in the near- to medium-term? And I hear you on the force and constraint, but I mean, growth does eat cash, especially in a capital-intensive business, and if you really do believe you have a first mover advantage, why wouldn't you want to push it as quickly as possible even if it meant raising capital in the short- term?
"
326,TSLA,2019,1,toni-sacconaghi,sanford-c.-bernstein-&-co.,True,2,
327,TSLA,2019,1,colin-rusch,oppenheimer,True,0,"Thanks so much.
Yeah.
Could you comment on whether you'll be better constrained at 100,000 vehicles a quarter in 2Q?
"
328,TSLA,2019,1,colin-rusch,oppenheimer,True,1,"Okay.
And then as you look at the Maxwell Technology integration, post close, how quickly do you think you'll be able to integrate that technology into the battery production? And could you comment on potential for chemistry and form factor changes as that gets integrated?
"
329,TSLA,2019,1,colin-rusch,oppenheimer,True,2,"Okay.
Thanks so much, guys.
"
330,TSLA,2019,1,colin-rusch,oppenheimer,True,3,
331,TSLA,2019,1,jerome-guillen,president-of-automotive-division,False,0,"This is Jerome.
Next year we will start production.
We're very happy.
We're driving the trucks extensively with, I think, so far quite amazing success.
Yeah.
"
332,TSLA,2019,1,jerome-guillen,president-of-automotive-division,False,1,"Yeah, very well.
We just use them all the time, we load them to the maximum weight and continue to make improvements.
So...
"
333,TSLA,2019,1,jerome-guillen,president-of-automotive-division,False,2,"Yeah.
It's Sparks.
Yeah.
Northern Nevada.
"
334,TSLA,2019,1,jerome-guillen,president-of-automotive-division,False,3,
335,TSLA,2019,1,alexander-potter,piper-jaffray,True,0,"Hi, guys.
I was wondering when you say, obviously, the logistical challenges were a headwind in the quarter.
When you talk about trying to regionally balance your deliveries going forward.
Is that basically saying that people in Europe and China are just going to need to wait longer to take their deliveries and you're going to try to emphasize more North America in order to, I guess, boost your working capital and your profitability in every quarter going forward?
"
336,TSLA,2019,1,alexander-potter,piper-jaffray,True,1,"Okay.
That makes sense.
Then the second question, I guess, on go-to-market, there were some period of time there where the Company was focused on closing storefronts.
A fair amount of noise made around that.
And then it looks like some of the commentary was hedging that strategy.
I was just wondering if there is any update there.
If you have on that, that would be helpful.
Thanks.
"
337,TSLA,2019,1,alexander-potter,piper-jaffray,True,2,"Okay.
Very good.
Thanks.
Operator
Thank you.
Our next question comes from Philippe Houchois with Jefferies.
"
338,TSLA,2019,1,alexander-potter,piper-jaffray,True,3,
339,TSLA,2019,1,maynard-um,macquarie,True,0,"Hi, thanks.
In your update letter, you talked about supplier limitations impacting production.
Can you just talk about what that was and how long you think that might continue to impact you? And then I have a follow-up.
"
340,TSLA,2019,1,maynard-um,macquarie,True,1,"Okay.
And, I guess, there was some concern out there that Model 3 was cannibalizing S and X, despite them being all different vehicle classes, and it doesn't sound like you're saying that at all, but I was just wondering if you had any evidence that proves, or disproves this? Any thoughts there would be helpful.
Thanks
"
341,TSLA,2019,1,maynard-um,macquarie,True,2,
342,TSLA,2019,1,pierre-ferragu,new-street-research,True,0,"Hey, thanks for the call.
My first question is really on the Model S and Model X.
And Elon, you said, you're comfortable with them.
You see -- based on what you saw in April, do you think that the 25,000 units per quarter is the level of demand that is where you see the market coming back already or are we not there yet? And more specifically, in the US, the pull forward in Q4 probably hurt a lot of demand for S and X.
Is it that something that we still see in the numbers today in recent weeks or is that behind us? And I'll have a follow-up on Q2.
"
343,TSLA,2019,1,pierre-ferragu,new-street-research,True,1,"Yeah.
My question was about like the run rate of demand you see at the moment, do you still feel like weak demand in the US because of the pull forward in Q4, or do you think demand returned to normal already?
"
344,TSLA,2019,1,pierre-ferragu,new-street-research,True,2,"Okay.
And then my second question was briefly on the...
"
345,TSLA,2019,1,pierre-ferragu,new-street-research,True,3,"And my follow-up was really on Q2 like with 90,000 to 100,000 units you are getting back to fairly nice volumes and I am surprised you don't -- you just still expect a loss.
So maybe if you could take us through where we will see in Q2 pain points compared to Q4 and Q3 where you had a profit for similar volumes? How much of the loss in 2Q will be one-off cost, how much is the price points coming down in the mix and how much is related to pricing and other things?
"
346,TSLA,2019,1,pierre-ferragu,new-street-research,True,4,"Thank you.
"
347,TSLA,2019,1,pierre-ferragu,new-street-research,True,5,
348,TSLA,2019,1,vaibhav-taneja,chief-accounting-officer,False,0,"Yeah.
So, this is Vaibhav.
So, the purchase obligation in the 10-K is basically for the entire contract, which we have for Panasonic.
It's not something that we need to hit.
I mean, make the purchases tomorrow.
So this is going to take a couple of years.
"
349,TSLA,2019,1,vaibhav-taneja,chief-accounting-officer,False,1,
350,TSLA,2019,1,jeffrey-b.-straubel,chief-technology-officer,False,0,"Yeah.
"
351,TSLA,2019,1,jeffrey-b.-straubel,chief-technology-officer,False,1,"Between 5% and 10%.
Exactly right.
"
352,TSLA,2019,1,jeffrey-b.-straubel,chief-technology-officer,False,2,
353,TSLA,2019,1,david-tamberrino,goldman-sachs,True,0,"Great.
Thanks for taking our questions.
First one, on customer deposits, it looks like it's essentially flat to maybe slightly down.
I understand it's probably some timing with deliveries that could have helped it toward the end of the quarter.
But we would have thought it would have increased given the Model Y in there.
So, our question is what was the initial order intake for the Model Y? And just coming through some of your comment earlier, what daily order rate are you seeing right now for the rest of your products?
"
354,TSLA,2019,1,david-tamberrino,goldman-sachs,True,1,"Okay.
Well, then my second question would just be, if you anticipate a further price adjustment with the next level US credit phasing out July 1?
"
355,TSLA,2019,1,david-tamberrino,goldman-sachs,True,2,
356,TSLA,2019,1,ryan-brinkman,j.p.-morgan,True,0,"Hi.
Thanks for taking my question.
Your guidance for 90,000 to 100,000 2Q deliveries when combined with the full-year outlook.
It suggests somewhere between 35% and 45% sequential growth from the first half to the second.
Can you talk about what is giving you the confidence to project that growth? And in particular, what the order book or reservation list may be telling you?
"
357,TSLA,2019,1,ryan-brinkman,j.p.-morgan,True,1,"Okay, thanks.
And then my follow-up.
I'm sorry.
This concern on previous call you indicated that the Y would not be built in Fremont because it was -- I think you said, packed to the gills.
I heard today that it is now a close call between California and Nevada.
Is anticipated demand for Fremont built vehicles less than was previously thought or have you managed to maybe find more capacity in Fremont, for example, with the tent or some other production method?
"
358,TSLA,2019,1,ryan-brinkman,j.p.-morgan,True,2,"Thank you.
Operator
Thank you.
Our next question comes from Pierre Ferragu with New Street Research.
"
359,TSLA,2019,1,ryan-brinkman,j.p.-morgan,True,3,
360,TSLA,2019,1,joseph-spak,rbc-capital-markets,True,0,"Thanks.
First question is really just a clarification on -- in the outlook of 25% non-GAAP gross margin that you're targeting.
Is that over the mid-term or is that something you expect to hit by the end of this year? And if so, what gets S and X back higher given the price cuts?
"
361,TSLA,2019,1,joseph-spak,rbc-capital-markets,True,1,"Okay.
And the second question is just looking at the 10-K, you've noticed $4.9 billion purchase obligation, which I think is primarily related to Panasonic Giga 1.
And then Elon, in some of your communication, you've indicated production constraints.
So, I guess, the question is, does that $4.9 billion correlate to reaching that 35 gigawatt hour rate? And if you can't hit that because of production constraints, does that adjust?
"
362,TSLA,2019,1,joseph-spak,rbc-capital-markets,True,2,"Okay.
Operator
Thank you.
Our next question comes from Colin Langan with UBS.
"
363,TSLA,2019,1,joseph-spak,rbc-capital-markets,True,3,
364,TSLA,2019,1,zachary-kirkhorn,chief-financial-officer,False,0,"Yeah.
Thank you, Martin, and thank you, Elon as well.
Overall, as we reflect on the progress of Q1, this was one of the most complicated quarters that I can think of in the history of the Company, and it was ambitious even by Tesla's own standards.
The global expansion of Model 3 was a huge theme within the quarter.
We launched the standard range lineup for Model 3, product retooling for Model S and Model X, which Elon just talk about with the range enhancements and suspension upgrades, and then we implemented various pricing adjustments and work to do the corresponding impact that had on our order mix in deliverable cars.
So there is two key themes that I would like to discuss briefly and then we'll open it up to Q&A, around cash and profitability for the quarter.
First, on the cash front, we exited Q1 with $2.2 billion in cash and cash equivalents on hand.
This was a $1.5 billion reduction from our 2018 ending cash balance.
But this reduction is attributed to two factors: the first is that, we paid off $920 million convertible note on March 1.
Note for those of you looking to the cash flow statement, $188 million of this is flowing through our operating cash flows.
The balance to the $1.5 billion reduction is more than explained by the working capital impact of expanding Model 3 operations overseas.
And the two components to this which we have discussed is that, an international operation naturally commands additional working capital because of transit times, but then also the stress on our delivery operations meant that not all of our cars will be delivered, both of these factors which occurred in Q1.
We do not expect to repeat in Q2, and we expect our quarter ending cash balance to continue to increase going forward.
I'll also note that we are tracking in April to the largest month of deliveries from month one in the history of the Company.
On the working capital point, as Elon noted, 50% of our deliveries in Q1 occurred in the final 10 days of the quarter.
This is because we prioritized international builds for the first half of the quarter and then US local builds in the second half.
This led to a binary inflow of Model 3 cars to EMEA and China, and significantly stressed the delivery operations.
We also faced important issues in Shanghai and Beijing and worked through those, but that also skewed deliveries toward the final couple of days and weeks of the quarter.
So, we are addressing this by regionally on balance -- by building regionally balanced, and we have already executed on this for Model 3 and S and X will be implemented in the next week or two.
The secondary benefit of this is that, it enables us to run stable operations throughout the quarter.
So we don't have to staff many of our delivery areas and logistic operations to the peak.
We expect significant cost savings to come from this.
On the P&L side, we incurred $188 million of one-time adjustment that flowed through to net income.
A $120 million of this was related to S and X pricing adjustments that we announced on February 28.
This included a reserve for potential increased return rate for our residual value guarantee and buyback guaranteed vehicles and also an adjustment for the inventory value of our used Tesla inventory and service loaners.
There is an additional $67 million related to Q1 restructuring and other charges that flowed through.
Within the automotive business, one thing that I want to note here is that, automotive revenue was negatively impacted by $501 million attributed to the reserve increase for S and X that I just noted.
If you adjust for this, the decline from Q4 to Q1 in revenue is roughly in line with the decline in deliveries.
Within automotive gross margin, Model 3 gross margin declined slightly to approximately to 20%.
This is due to two factors.
One is, the pricing adjustments that we made on February 28, as well as the mix shift toward the standard range lineup which we launched.
We also successfully executed on a number of cost reductions, which offset this impact.
Labor content, warehousing and scrap are the examples of a double-digit improvements from Q4 to Q1.
In spite of launching the standard range variance, we want to note that North American ASPs are close to $50,000, with the majority of our orders being for long-range variants of Model 3.
In S and X the impact on margin was more significant.
Two major pieces here, the volume reduction led to a reduction in fixed cost absorption, so that impacted our margin, as well as the pricing actions that we took on February 28.
Even though S and X have been in production for a while, we still continued to make operational improvements there, the labor content as an example, which improved quarter-over-quarter.
As we look to the future here, I agree with Elon's sentiments about the excitement of our product lineup.
From a financial standpoint, what we've effectively done here is, built an incredible base of knowledge and assets that we can quickly scale and replicate into different products around the world.
So Gigafactory Shanghai is a terrific example of this.
As we noted in the letter, CapEx per unit of capacity is 50% per Giga Shanghai as compared to Model 3 in US, and that 50% are internal forecast that we're executing against is actually better than that.
In Model Y, as we've noted, is built on the Model 3 platform.
So we're able to leverage the knowledge there for capital efficient expansion.
In energy as well, as we've noted previously, 2019 is a big year for storage.
So a lot of exciting improvements coming there, and the expansion will help improve margin as we can better utilize some of the assets that we've made investments in that.
So just to conclude the opening remarks here, personally I never felt more excited about the future of the Company, so looking forward to discussion.
Questions and Answers:
"
365,TSLA,2019,1,zachary-kirkhorn,chief-financial-officer,False,1,"Yeah.
Well, just one thing I wanted to add to that, just on the production side of S and X.
We did reduce production in Q1 as was noted.
That was part of the retooling that we put in place to get the longer range vehicle out with the improved suspension, and we are in the process of increasing production backup over the course of Q2.
So, just for the pervasive expectations, we will exit Q2 at a higher production rate than we did in Q1 on S and X and then return back to a more normal volume in Q3.
It's already increasing.
"
366,TSLA,2019,1,zachary-kirkhorn,chief-financial-officer,False,2,"Yeah.
No, I think you summarized it well, Elon.
Two other things that I would add.
One is that, we did make pricing adjustments to our products in Q1, which puts pressure on margin.
And so, that's part of what we will see in Q2.
The teams are working extremely hard and making terrific progress on improving the cost efficiency of the business without sacrificing growth, and that in combination with the efficiencies from unwinding the wave is where we feel we will be comfortable returning to a place of profitability in Q3 once all of those pieces are in place.
"
367,TSLA,2019,1,zachary-kirkhorn,chief-financial-officer,False,3,"And also, not only 3.5% of our trade-ins for Model 3 are coming from Model S.
So, it's from all the Model 3 trade-ins, Model S accounts for a super, super tiny portion.
"
368,TSLA,2019,1,zachary-kirkhorn,chief-financial-officer,False,4,"Yeah, this is Zach.
I mean, what we saw on February 28 when we launched the standard range, the standard range plus variances is that, there is pent-up demand for those products that released very quickly after it was announced.
And then, as more time has passed and order rates have stabilized, it's starting -- the average ASP has actually been increasing each week ever since as the order rates stabilizes.
And just under $50,000 ASP represents the most recent one, and we think it's starting to stabilize there.
And we'll see where things trend in EMEA and China as well, but what we're seeing in North America is that, over 50% of our orders of the long-range variance in ASPs are far good enough.
"
369,TSLA,2019,1,zachary-kirkhorn,chief-financial-officer,False,5,"Just to add to that, the journey we've been on for the last 12 months to 18 months on being more efficient and how we spend money has really changed the culture inside the Company.
It enabled us to accelerate a number of cost reductions on the COGS side of our products and then make improvements in operating expenses as well.
And then as we look forward to capital investments for Giga Shanghai and Model Y and ultimately our European facility, our CapEx per unit of capacity has come down significantly through the work of the team here.
So, I think it has been a very productive journey for us.
"
370,TSLA,2019,1,zachary-kirkhorn,chief-financial-officer,False,6,"And we're filling the ship 100%...
"
371,TSLA,2019,1,zachary-kirkhorn,chief-financial-officer,False,7,"Yeah.
This is Zach here.
That's what we're targeting for the end of the year, although internally, we are working toward S and X non-GAAP gross margin achieving that sooner.
The biggest lever there is actually two components.
One is, as we increase volume back on our S and X production line, there is just a natural benefit there from the fixed cost absorption which will help us.
But we also have a number of cost reduction projects in place that we're executing on over the course of the year.
And then the third piece which applies to S and X, but also Model 3, we're seeing an increased take rate on our full self-driving offering.
And there are revenue deferrals associated with that given that the full suite of functionality is not there.
And as that option becomes -- approaches feature complete, then we roll out more, and we will be able to have more revenue on that.
And so, all of these things together within our internal plans gives us confidence.
"
372,TSLA,2019,1,zachary-kirkhorn,chief-financial-officer,False,8,
373,TSLA,2019,1,elon-r.-musk,chief-executive-officer,False,0,"Thanks, Martin.
On Monday, we hosted our first-ever Autonomy Investor Day, showcasing our new in-house designed full self-driving computer and our AI-based software trained by more than 400,000 Tesla vehicles.
All Tesla cars being built today have all hardware necessary for full self-driving and over-the-air updates will enable our customers to use the Tesla ride-hailing network fleet and generate income, which, as we said on Autonomy Day a few days ago, we think it's somewhere between $10,000 and $30,000 a year.
In some cases, perhaps more.
We are the only Company in the world producing our own vehicles and batteries, as well as our own in-house chip for full self-driving.
We're in a position unlike anyone else in the industry.
And in 2020, we expect to have 1 million robotaxis on the road with the hardware necessary for full self-driving.
We believe we'll have the most profitable autonomous taxi on the market and perhaps the -- yeah.
Last quarter, we experienced a massive increase in delivery volume in Europe, similar to what North America experienced last year, as well as the massive increase in delivery volume to China.
As far as challenges go, this was a good one to have, because we booked vehicles and consumers support them.
This rapid increase in overseas volume strained our logistics operation and resulted in over half of our global deliveries occurring in the final 10 days of Q1.
This was the most difficult logistics problem I've ever seen and I've seen some tough ones.
So, I'll say it again, like we initially delivered the half of all vehicles produced -- half of all deliveries occurred in literally in the final 10 days of Q1.
As a result, a large number of vehicles -- the vehicle deliveries shifted into Q2, which, of course, net -- Q1 net income to be negatively impacted.
As we said, we could not get the vehicles to customers physically in time.
In response to this, we are in the process of regionally balancing our vehicle booked throughout the quarter.
This will make the -- this will put much less strain on Tesla, results in a much better delivery experience for customers and have a very positive effect on our working capital in the middle of the quarter.
In Q1, Model 3 was yet again the best-selling premium car in the US, outselling the runner-up by almost 60%.
It's worth just dwelling on that for a moment, just how absurd this is compared to predictions that were made several years ago.
There are literally -- to the best of my knowledge zero predictions that this would happen, if you go back just even five or six years ago, an electric car would be the best-selling premium car in the US.
And we believe overtime we will be the best-selling premium car throughout the world.
And, in fact, in Norway, in March, we set a record for the highest sales of any car period ever.
And that would be something similar in Switzerland as well.
So, this is really an incredible achievement by the Tesla team.
Since the introduction of standard range, a standard range class, only 70% of previous Model 3 have actually been non-premium vehicles, where people actually pay more for a car than they have ever paid for a car.
They never anticipated paying this much for a car, but because they want the Model 3 more than they ever wanted a vehicle, they are willing to pay more to get a Model 3.
So -- and keep in mind, global expansion for the Model 3 has just begun and this segment is vastly larger internationally than it is in the US.
We are continuing to make significant improvements to our vehicle lineup, including updating the Model S and X production line to accommodate the next generation of powertrains.
So, we announced this yesterday and we are now in production with the significantly more balanced powertrains for the Model S and X, as well as an upgrade to the suspension system to have active adaptive damping in the suspension system and to enable charging at 200 kilowatts, which is -- and there are number of other small changes.
If anyone is thinking about upgrading their Model S or X, this is a great time to do it.
And we also introduced a loyalty program, where if somebody has an -- is an existing Tesla owner and they buy a performance Model S or X, they get the ludicrous upgrade for free.
So this is -- yeah, as a thank you and an appreciation to existing Tesla customers.
So, they have a longer range.
The Model S now has a range of 370 miles.
This is actually be a range of 370 miles and Motor Trend test drove the car a few days ago and drove nonstop all the way from San Francisco to Los Angeles at normal highway speeds, and they said they could have even gone faster, and they were any headwind as well.
So, this is a pretty remarkable that an electric car could go nonstop between the two biggest cities in California.
I mean, I have never -- back when I was driving gasoline cars, I always have to stop at the gas station.
This is literally better than a gasoline car with rare exception.
And there is also an increase in power, accelerates faster, just better in every way.
And we are able to do this without increasing the size of the battery pack, which is a testament to the powertrain team, and for -- being able to improve the efficiency of the powertrain by such a significant margin.
So, with the recently announced product improvements on Model S and X, as well as continued expansion of Model 3 globally, we expect the order rate to increase significantly throughout the year and in commensurate with our production levels.
And in terms of other (ph) production, very excited about the future for other products, especially for full self-driving, which will fundamentally transform transport as we know it.
The Tesla Semi truck Model Y, improvements to Powerwall, Powerpack, the Solar Roof Version 3 on the energy side.
And no question in my mind that Tesla has the most exciting product roadmap of any consumer product company in the world.
And finally, I want to thank our employees for their incredible work and our customers for their continued support.
"
374,TSLA,2019,1,elon-r.-musk,chief-executive-officer,False,1,"Jonathan, do you want to...
"
375,TSLA,2019,1,elon-r.-musk,chief-executive-officer,False,2,"That was Sparks technically.
"
376,TSLA,2019,1,elon-r.-musk,chief-executive-officer,False,3,"Yeah.
Northern Nevada.
"
377,TSLA,2019,1,elon-r.-musk,chief-executive-officer,False,4,"I think the -- from features and functionality standpoint, I think there's no point getting the FSD upgrade, if you don't really have it in the car for probably about two or three months, that's when we'll start releasing features that are materially different from the feature set available on the Version 2 hardware.
So no need to rush to the -- to get your computer replaced, it's like two to three months before it becomes relevant.
And then it will, obviously, increase rapidly from then.
One other comment I made -- I'll make in case, since somebody asked this explicitly.
For Model Y production, we are right now trying to decide whether Model Y vehicle production should be in California or Nevada.
And we expect to make a final decision on that very soon.
But in the meantime, we've ordered all of the tooling and equipment required for Model Y.
So, we do not expect this to in anyway delay production of Model Y.
But it's currently a very close call between Nevada and California as to whether we do the Model Y at Giga or at Fremont, but those are the two options.
And we'll hope we got to make a decision in the next few weeks.
"
